label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;cone;cone_set
gas turbine;Turbine;['total power', 'Product_Bus', 'power output'];[None, None, None];[-59695495.427327715, -59695495.427327715, -59695495.427327715];['0x7f96b087ca00', '0x7f96b087ec80', '0x7f96b087ff70'];['component', 'component', 'component'];[];[];nan;False;False;-59695495.427327715;False;False;0.8600000000001546;True;False;0x7f96b08b8fa0;False;m;0.12024234845330757;False;False;nan;False
