label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
compressor;Compressor;['total power', 'Product_Bus', 'power output'];[None, None, None];[29695495.427327726, 29695495.427327726, 29695495.427327726];['0x7f96b087ca00', '0x7f96b087ec80', '0x7f96b087f1f0'];['bus', 'bus', 'bus'];[];[];nan;False;False;29695495.427327726;False;False;0.8600000000000008;True;False;0x7f96b08b8940;False;m;10.0;True;False;0;False;False;0x7f96b08bb970;False;nan;default;0x7f96b08b8970;False;nan;default
